CustomerID,Churn_Probability,Risk_Category,MonthlyCharges,Contract,Tenure
2675-DHUTR,0.14,Low Risk,98.9,Month-to-month,58
0734-OXWBT,0.14,Low Risk,70.7,Month-to-month,3
2371-KFUOG,0.14,Low Risk,99.15,One year,58
6967-QIQRV,0.14,Low Risk,101.9,One year,15
2674-MLXMN,0.14,Low Risk,99.65,Month-to-month,71
7668-XCFYV,0.14,Low Risk,92.55,Month-to-month,17
3082-YVEKW,0.14,Low Risk,77.15,Two year,23
7020-OZKXZ,0.14,Low Risk,75.5,Month-to-month,9
3154-CFSZG,0.14,Low Risk,90.05,Month-to-month,47
0848-ZGQIJ,0.14,Low Risk,94.65,Month-to-month,16
1895-QTKDO,0.14,Low Risk,43.95,Month-to-month,1
1767-TGTKO,0.14,Low Risk,45.45,Month-to-month,8
7966-YOTQW,0.14,Low Risk,54.5,Month-to-month,10
5989-OMNJE,0.14,Low Risk,57.6,One year,24
0641-EVBOJ,0.14,Low Risk,82.3,Month-to-month,3
0139-IVFJG,0.14,Low Risk,90.35,Month-to-month,2
2916-BQZLN,0.14,Low Risk,84.75,Month-to-month,19
7594-LZNWR,0.14,Low Risk,69.15,Month-to-month,34
9885-AIBVB,0.14,Low Risk,85.8,Month-to-month,29
2386-OWURY,0.14,Low Risk,95.3,Month-to-month,58
9537-VHDTA,0.14,Low Risk,51.2,Month-to-month,1
1469-LBJQJ,0.14,Low Risk,105.2,Month-to-month,66
1478-VPOAD,0.14,Low Risk,43.8,Month-to-month,1
9419-IPPBE,0.14,Low Risk,90.15,One year,51
0030-FNXPP,0.14,Low Risk,19.85,Month-to-month,3
4238-HFHSN,0.14,Low Risk,82.15,Month-to-month,61
6047-SUHPR,0.14,Low Risk,59.8,One year,39
3597-MVHJT,0.14,Low Risk,95.6,Month-to-month,27
8903-XEBGX,0.14,Low Risk,55.3,Month-to-month,2
3022-BEXHZ,0.14,Low Risk,111.2,Two year,67
1013-QCWAM,0.14,Low Risk,100.8,Month-to-month,66
3058-WQDRE,0.14,Low Risk,25.15,Month-to-month,13
3002-WQZWT,0.14,Low Risk,74.2,Month-to-month,29
5839-SUYVZ,0.14,Low Risk,74.55,Month-to-month,16
3161-GETRM,0.14,Low Risk,90.05,Month-to-month,34
2805-EDJPQ,0.14,Low Risk,99.75,One year,56
8490-BXHEO,0.14,Low Risk,80.55,Month-to-month,18
8961-QDZZJ,0.14,Low Risk,95.0,One year,57
6726-WEXXK,0.14,Low Risk,85.9,One year,27
7636-XUHWW,0.14,Low Risk,19.9,Month-to-month,2
9097-ZUBYC,0.14,Low Risk,48.8,Month-to-month,14
3807-BPOMJ,0.14,Low Risk,94.75,One year,55
5740-YHGTW,0.14,Low Risk,97.55,Month-to-month,70
7750-EYXWZ,0.14,Low Risk,60.65,One year,12
2320-SLKMB,0.14,Low Risk,44.45,Month-to-month,26
1475-VWVDO,0.14,Low Risk,74.9,Month-to-month,7
2227-JRSJX,0.14,Low Risk,99.15,Month-to-month,21
5356-CSVSQ,0.14,Low Risk,64.6,Month-to-month,3
4007-NHVHI,0.14,Low Risk,96.85,Month-to-month,56
1406-PUQVY,0.14,Low Risk,49.9,Month-to-month,1
2322-VCZHZ,0.14,Low Risk,90.0,Month-to-month,23
0961-ZWLVI,0.14,Low Risk,109.2,One year,49
6599-GZWCM,0.14,Low Risk,74.65,One year,13
5832-EXGTT,0.14,Low Risk,60.2,Month-to-month,29
4482-FTFFX,0.14,Low Risk,56.15,Month-to-month,5
6743-HHQPF,0.14,Low Risk,25.1,Month-to-month,42
3946-JEWRQ,0.14,Low Risk,95.2,One year,47
4188-FRABG,0.14,Low Risk,103.05,Month-to-month,57
7396-VJUZB,0.14,Low Risk,45.25,Month-to-month,4
1051-GEJLJ,0.14,Low Risk,19.5,Month-to-month,2
7519-JTWQH,0.14,Low Risk,110.5,Two year,69
5934-RMPOV,0.14,Low Risk,84.75,Month-to-month,22
2826-UWHIS,0.14,Low Risk,81.4,Month-to-month,45
3961-SXAXY,0.14,Low Risk,44.05,Month-to-month,1
9904-EHEVJ,0.14,Low Risk,91.35,Month-to-month,32
7130-CTCUS,0.14,Low Risk,54.55,Month-to-month,16
9495-SKLKD,0.14,Low Risk,95.95,Month-to-month,45
9027-YFHQJ,0.14,Low Risk,25.05,Month-to-month,7
8920-NAVAY,0.14,Low Risk,110.75,One year,62
3545-CNWRG,0.14,Low Risk,98.35,Month-to-month,49
4123-DVHPH,0.14,Low Risk,88.05,Month-to-month,9
0541-FITGH,0.14,Low Risk,62.15,Month-to-month,2
6689-VRRTK,0.14,Low Risk,109.8,One year,44
1343-EHPYB,0.14,Low Risk,103.4,Month-to-month,63
8189-XRIKE,0.14,Low Risk,90.95,Month-to-month,32
3896-RCYYE,0.14,Low Risk,53.4,Month-to-month,67
2874-YXVVA,0.14,Low Risk,105.1,Month-to-month,34
6075-SLNIL,0.14,Low Risk,95.1,Month-to-month,38
8713-IGZSO,0.14,Low Risk,24.85,Month-to-month,2
3733-ZEECP,0.14,Low Risk,51.1,Month-to-month,22
2080-GKCWQ,0.14,Low Risk,74.95,Month-to-month,2
8547-NSBBO,0.14,Low Risk,96.75,Month-to-month,35
8896-BQTTI,0.135,Low Risk,25.0,Month-to-month,1
2465-BLLEU,0.135,Low Risk,19.75,Month-to-month,1
5088-QZLRL,0.1333,Low Risk,20.65,Month-to-month,1
9708-KFDBY,0.1333,Low Risk,20.55,Month-to-month,1
8565-HBFNN,0.13,Low Risk,107.2,One year,69
5650-YLIBA,0.13,Low Risk,81.15,Month-to-month,31
6794-HKIAJ,0.13,Low Risk,90.7,Month-to-month,62
9717-QEBGU,0.13,Low Risk,70.3,Month-to-month,2
8630-FJLIB,0.13,Low Risk,69.8,Month-to-month,18
3639-XJHKQ,0.13,Low Risk,60.6,Month-to-month,19
3904-UKFRE,0.13,Low Risk,80.1,Month-to-month,4
7129-CAKJW,0.13,Low Risk,80.05,Month-to-month,17
3717-LNXKW,0.13,Low Risk,91.7,Month-to-month,38
5149-TGWDZ,0.13,Low Risk,104.55,One year,21
8631-WUXGY,0.13,Low Risk,99.8,Month-to-month,46
0581-BXBUB,0.13,Low Risk,72.75,Month-to-month,4
2927-QRRQV,0.13,Low Risk,94.65,One year,46
8706-HRADD,0.13,Low Risk,43.55,Month-to-month,21
2240-HSJQD,0.13,Low Risk,81.85,Month-to-month,38
0432-CAJZV,0.13,Low Risk,90.7,Month-to-month,3
7740-BTPUX,0.13,Low Risk,113.6,Two year,55
5949-HGVJL,0.13,Low Risk,73.05,Month-to-month,26
6557-BZXLQ,0.13,Low Risk,69.65,Month-to-month,16
1251-STYSZ,0.13,Low Risk,80.25,Month-to-month,4
0423-UDIJQ,0.13,Low Risk,49.2,Month-to-month,9
5522-JBWMO,0.13,Low Risk,44.0,Month-to-month,1
5732-IKGQH,0.13,Low Risk,104.45,One year,52
0258-NOKBL,0.13,Low Risk,90.4,Month-to-month,3
0186-CAERR,0.13,Low Risk,116.3,One year,71
3258-SANFR,0.13,Low Risk,44.7,Month-to-month,6
3694-GLTJM,0.13,Low Risk,19.65,Month-to-month,5
9979-RGMZT,0.13,Low Risk,94.05,One year,7
3646-ITDGM,0.13,Low Risk,19.7,Two year,56
8728-SKJLR,0.13,Low Risk,74.25,Month-to-month,41
2607-FBDFF,0.13,Low Risk,49.0,Month-to-month,1
3312-ZWLGF,0.13,Low Risk,79.3,Month-to-month,29
3011-WQKSZ,0.13,Low Risk,20.0,Month-to-month,19
0080-EMYVY,0.13,Low Risk,51.45,One year,14
6656-JWRQX,0.13,Low Risk,30.55,Month-to-month,1
0225-ZORZP,0.13,Low Risk,84.3,Month-to-month,3
1685-BQULA,0.13,Low Risk,93.4,Month-to-month,40
2272-JKMSI,0.13,Low Risk,110.8,One year,62
9944-AEXBM,0.13,Low Risk,85.65,Month-to-month,32
0376-OIWME,0.13,Low Risk,93.6,Month-to-month,36
0666-UXTJO,0.13,Low Risk,85.2,Month-to-month,34
1932-UEDCX,0.13,Low Risk,100.6,Month-to-month,33
0112-QAWRZ,0.13,Low Risk,90.8,Month-to-month,16
8654-DHAOW,0.13,Low Risk,54.15,Month-to-month,2
2851-STERV,0.13,Low Risk,73.0,One year,35
9681-KYGYB,0.13,Low Risk,88.2,Month-to-month,49
0898-XCGTF,0.13,Low Risk,96.5,One year,61
8885-QSQBX,0.13,Low Risk,49.55,Month-to-month,1
6198-RTPMF,0.13,Low Risk,92.6,Month-to-month,17
1465-WCZVT,0.13,Low Risk,19.65,Month-to-month,3
3855-ONCAR,0.13,Low Risk,78.9,Month-to-month,4
6874-SGLHU,0.13,Low Risk,97.0,One year,30
7895-VONWT,0.13,Low Risk,48.25,Month-to-month,25
2739-CACDQ,0.13,Low Risk,82.65,Month-to-month,17
5153-LXKDT,0.13,Low Risk,110.2,Two year,68
4636-JGAAI,0.13,Low Risk,88.85,Month-to-month,34
0327-WFZSY,0.13,Low Risk,100.0,One year,39
8050-WYBND,0.13,Low Risk,49.45,One year,22
1394-SUIUH,0.13,Low Risk,85.15,Month-to-month,44
6988-CJEYV,0.13,Low Risk,98.7,Month-to-month,49
9355-NPPFS,0.13,Low Risk,78.8,Month-to-month,26
5197-PYEPU,0.13,Low Risk,94.45,One year,42
8755-IWJHN,0.13,Low Risk,95.35,Month-to-month,69
1216-JWVUX,0.13,Low Risk,75.5,Month-to-month,25
4644-PIZRT,0.13,Low Risk,70.35,One year,17
3716-UVSPD,0.13,Low Risk,49.3,Month-to-month,1
3787-TRIAL,0.13,Low Risk,26.05,Month-to-month,21
4191-XOVOM,0.13,Low Risk,105.4,Month-to-month,63
1855-CFULU,0.13,Low Risk,20.05,Month-to-month,4
4282-ACRXS,0.13,Low Risk,24.85,Month-to-month,38
4194-WHFCB,0.13,Low Risk,96.65,Month-to-month,59
5074-FBGHB,0.13,Low Risk,104.65,One year,64
2897-DOVND,0.13,Low Risk,69.8,Month-to-month,2
9701-CDXHR,0.13,Low Risk,69.15,Month-to-month,51
0089-IIQKO,0.13,Low Risk,99.95,Month-to-month,39
2045-BMBTJ,0.13,Low Risk,59.45,Month-to-month,33
5131-PONJI,0.13,Low Risk,90.4,Month-to-month,49
9776-OJUZI,0.13,Low Risk,95.45,Month-to-month,65
6067-NGCEU,0.13,Low Risk,111.05,Month-to-month,65
8329-GWVPJ,0.13,Low Risk,69.75,Month-to-month,50
9643-YBLUR,0.13,Low Risk,69.05,Month-to-month,9
6351-SCJKT,0.13,Low Risk,41.35,Month-to-month,3
4832-VRBMR,0.13,Low Risk,103.15,One year,65
0867-LDTTC,0.13,Low Risk,75.15,Month-to-month,5
6549-YMFAW,0.13,Low Risk,21.25,Month-to-month,9
0489-WMEMG,0.13,Low Risk,49.45,One year,23
4070-OKWVH,0.13,Low Risk,94.6,Month-to-month,52
3407-QGWLG,0.13,Low Risk,20.05,Month-to-month,3
4003-FUSHP,0.13,Low Risk,61.55,Month-to-month,19
5950-AAAGJ,0.13,Low Risk,84.3,Month-to-month,18
6447-GORXK,0.13,Low Risk,25.0,Month-to-month,31
8901-UPRHR,0.13,Low Risk,109.2,Two year,72
9470-XCCEM,0.13,Low Risk,89.65,Month-to-month,35
0620-DLSLK,0.13,Low Risk,81.9,Month-to-month,13
3439-GVUSX,0.13,Low Risk,24.4,Month-to-month,1
1784-EZDKJ,0.13,Low Risk,106.8,One year,51
2657-VPXTA,0.13,Low Risk,88.85,Month-to-month,10
3392-EHMNK,0.13,Low Risk,94.1,Two year,67
9702-AIUJO,0.13,Low Risk,44.8,One year,50
3522-CDKHF,0.13,Low Risk,75.5,Month-to-month,32
8752-GHJFU,0.13,Low Risk,92.0,One year,71
9970-QBCDA,0.12,Low Risk,19.7,Month-to-month,6
7550-WIQVA,0.12,Low Risk,108.25,One year,50
8799-OXZMD,0.12,Low Risk,29.75,Month-to-month,28
9058-HRZSV,0.12,Low Risk,94.4,Month-to-month,65
9308-ANMVE,0.12,Low Risk,55.3,Month-to-month,47
7586-ZATGZ,0.12,Low Risk,84.9,Month-to-month,40
4929-ROART,0.12,Low Risk,56.25,Month-to-month,18
1492-KGETH,0.12,Low Risk,78.35,One year,70
6243-OZGFH,0.12,Low Risk,44.95,Month-to-month,23
8741-LQOBK,0.12,Low Risk,35.05,Month-to-month,46
5899-OUVKV,0.12,Low Risk,94.5,Month-to-month,31
6890-PFRQX,0.12,Low Risk,69.5,Month-to-month,18
9494-BDNNC,0.12,Low Risk,95.3,One year,66
5118-MUEYH,0.12,Low Risk,105.1,Month-to-month,48
7521-YXVZY,0.12,Low Risk,19.95,Month-to-month,3
7529-ZDFXI,0.12,Low Risk,89.85,Month-to-month,57
5522-NYKPB,0.12,Low Risk,85.9,Month-to-month,25
6806-YDEUL,0.12,Low Risk,19.5,Month-to-month,6
5481-NTDOH,0.12,Low Risk,107.05,One year,67
9670-BPNXF,0.12,Low Risk,62.55,One year,45
2587-EKXTS,0.12,Low Risk,111.5,Month-to-month,44
9003-CPATH,0.12,Low Risk,79.9,Month-to-month,42
4672-FOTSD,0.12,Low Risk,67.25,Month-to-month,12
6994-KERXL,0.12,Low Risk,55.9,Month-to-month,4
5366-OBVMR,0.12,Low Risk,50.3,Month-to-month,18
7605-SNLQG,0.12,Low Risk,50.25,Month-to-month,45
9822-OAOVB,0.12,Low Risk,55.45,Month-to-month,1
4806-DXQCE,0.12,Low Risk,113.65,Two year,70
7787-BNTZM,0.12,Low Risk,20.15,Month-to-month,6
6629-LADHQ,0.12,Low Risk,50.95,Month-to-month,2
2197-OMWGI,0.12,Low Risk,53.0,Two year,68
8584-KMVXD,0.12,Low Risk,75.6,Month-to-month,8
3537-RYBHH,0.12,Low Risk,67.45,Month-to-month,47
7622-NXQZR,0.12,Low Risk,30.1,Month-to-month,28
5671-UUNXD,0.12,Low Risk,100.65,One year,50
8720-RQSBJ,0.12,Low Risk,44.0,Month-to-month,1
5397-TUPSH,0.12,Low Risk,70.95,One year,65
1472-TNCWL,0.12,Low Risk,94.7,Month-to-month,36
3566-VVORZ,0.12,Low Risk,45.9,Month-to-month,12
4824-GUCBY,0.12,Low Risk,81.7,Month-to-month,22
0701-TJSEF,0.12,Low Risk,68.25,Month-to-month,9
6121-TNHBO,0.12,Low Risk,83.0,One year,63
9137-UIYPG,0.12,Low Risk,106.9,Month-to-month,35
6908-VVYHM,0.12,Low Risk,90.65,Month-to-month,65
4868-AADLV,0.12,Low Risk,116.25,One year,66
3842-QTGDL,0.12,Low Risk,80.75,Month-to-month,16
9494-MRNYX,0.12,Low Risk,75.05,Month-to-month,10
6815-ABQFQ,0.12,Low Risk,107.25,One year,56
8107-KNCIM,0.12,Low Risk,75.1,Month-to-month,14
3063-QFSZL,0.12,Low Risk,55.4,Month-to-month,1
5243-SAOTC,0.12,Low Risk,79.85,Month-to-month,54
0277-BKSQP,0.12,Low Risk,54.4,Month-to-month,8
5726-CVNYA,0.12,Low Risk,19.85,Two year,8
2798-NYLMZ,0.12,Low Risk,108.55,Two year,71
0428-IKYCP,0.12,Low Risk,87.0,Month-to-month,22
4685-ERGHK,0.12,Low Risk,86.9,One year,57
0564-MUUQK,0.12,Low Risk,95.5,Month-to-month,20
4343-EJVQB,0.12,Low Risk,74.35,Month-to-month,7
0864-FVJNJ,0.12,Low Risk,113.35,One year,64
4697-LUPSU,0.12,Low Risk,20.2,One year,2
3043-TYBNO,0.12,Low Risk,60.65,Month-to-month,3
4770-UEZOX,0.12,Low Risk,74.75,Month-to-month,2
7740-KKCXF,0.12,Low Risk,30.05,Month-to-month,51
1258-YMZNM,0.12,Low Risk,110.5,One year,27
2523-EWWZL,0.12,Low Risk,76.1,Month-to-month,27
9720-JJJOR,0.12,Low Risk,60.3,One year,41
6259-WJQLC,0.12,Low Risk,81.1,Month-to-month,32
7798-JVXYM,0.12,Low Risk,69.65,Month-to-month,14
7776-QWNFX,0.12,Low Risk,50.4,Month-to-month,30
7634-WSWDB,0.12,Low Risk,38.5,Month-to-month,8
0310-VQXAM,0.12,Low Risk,19.85,Month-to-month,9
7998-ZLXWN,0.12,Low Risk,20.45,Month-to-month,15
9389-ACWBI,0.12,Low Risk,69.95,Month-to-month,5
1004-NOZNR,0.12,Low Risk,94.8,One year,56
1320-REHCS,0.12,Low Risk,110.75,Month-to-month,52
5693-PIPCS,0.12,Low Risk,99.65,Two year,41
9112-WSNPU,0.12,Low Risk,70.55,Month-to-month,35
8132-YPVBX,0.12,Low Risk,85.95,Month-to-month,6
8498-XXGWA,0.12,Low Risk,55.15,Month-to-month,65
5136-RGMZO,0.12,Low Risk,71.05,Month-to-month,31
0178-SZBHO,0.12,Low Risk,87.2,Month-to-month,47
0396-HUJBP,0.12,Low Risk,19.3,Month-to-month,2
0274-JKUJR,0.12,Low Risk,58.85,Month-to-month,7
7789-HKSBS,0.12,Low Risk,105.2,One year,42
8679-LZBMD,0.12,Low Risk,90.65,One year,44
2257-BOVXD,0.12,Low Risk,66.6,Month-to-month,14
3597-YASZG,0.12,Low Risk,104.45,Two year,70
5022-KVDQT,0.12,Low Risk,81.3,Month-to-month,27
8985-OOPOS,0.12,Low Risk,74.1,One year,1
0699-NDKJM,0.12,Low Risk,58.75,Month-to-month,57
6578-KRMAW,0.12,Low Risk,93.4,Month-to-month,32
9770-LXDBK,0.12,Low Risk,20.4,Month-to-month,3
7714-YXSMB,0.12,Low Risk,100.5,Month-to-month,26
8384-FZBJK,0.12,Low Risk,100.6,Month-to-month,57
4612-SSVHJ,0.12,Low Risk,81.45,Month-to-month,20
3908-MKIMJ,0.12,Low Risk,41.95,Two year,68
1091-SOZGA,0.12,Low Risk,99.8,One year,56
5609-IMCGG,0.12,Low Risk,84.35,Month-to-month,15
3786-WOVKF,0.12,Low Risk,106.85,One year,72
1391-UBDAR,0.12,Low Risk,72.9,Month-to-month,11
0853-NWIFK,0.12,Low Risk,100.3,One year,45
3452-ABWRL,0.12,Low Risk,86.05,Month-to-month,47
9693-XMUOB,0.12,Low Risk,50.25,Month-to-month,59
6211-WHMYA,0.12,Low Risk,43.85,Month-to-month,64
1956-YIFGE,0.12,Low Risk,100.05,One year,22
0129-KPTWJ,0.12,Low Risk,94.65,Month-to-month,72
7526-IVLYU,0.12,Low Risk,19.65,Month-to-month,3
2621-UDNLU,0.12,Low Risk,20.85,Month-to-month,3
9584-EXCDZ,0.12,Low Risk,70.5,Month-to-month,17
7876-BEUTG,0.12,Low Risk,48.8,Month-to-month,15
9391-YZEJW,0.12,Low Risk,94.0,One year,62
6994-ORCWG,0.12,Low Risk,54.25,One year,14
5945-AZYHT,0.12,Low Risk,109.6,One year,71
3096-YXENJ,0.12,Low Risk,107.65,Two year,65
2692-PFYTJ,0.119,Low Risk,25.75,Month-to-month,1
8620-RJPZN,0.1142,Low Risk,20.7,Month-to-month,1
4013-GUXND,0.114,Low Risk,20.8,Month-to-month,1
9488-FYQAU,0.11,Low Risk,109.25,Two year,63
8311-UEUAB,0.11,Low Risk,75.5,Two year,67
1840-BIUOG,0.11,Low Risk,68.7,One year,20
4010-YLMVT,0.11,Low Risk,106.6,Month-to-month,56
3071-VBYPO,0.11,Low Risk,89.85,Month-to-month,3
8597-CWYHH,0.11,Low Risk,94.35,One year,43
0365-TRTPY,0.11,Low Risk,91.2,Month-to-month,37
8756-RDDLT,0.11,Low Risk,44.95,Month-to-month,68
9644-UMGQA,0.11,Low Risk,49.15,Month-to-month,6
2393-DIVAI,0.11,Low Risk,20.0,Month-to-month,3
2675-OTVVJ,0.11,Low Risk,89.45,Month-to-month,31
2582-FFFZR,0.11,Low Risk,50.6,Month-to-month,22
7950-XWOVN,0.11,Low Risk,34.7,Month-to-month,11
9842-EFSYY,0.11,Low Risk,57.2,Month-to-month,4
2190-BCXEC,0.11,Low Risk,78.85,Month-to-month,40
1024-KPRBB,0.11,Low Risk,89.1,One year,38
5439-WIKXB,0.11,Low Risk,94.55,Month-to-month,41
6733-LRIZX,0.11,Low Risk,108.95,Two year,35
9481-WHGWY,0.11,Low Risk,75.35,Two year,70
8212-CRQXP,0.11,Low Risk,80.0,Month-to-month,22
2040-VZIKE,0.11,Low Risk,100.85,Month-to-month,49
7691-KGKGP,0.11,Low Risk,65.0,Month-to-month,53
3795-CAWEX,0.11,Low Risk,116.55,Two year,70
5370-IIVVL,0.11,Low Risk,104.5,One year,37
4976-LNFVV,0.11,Low Risk,34.3,Month-to-month,19
4526-ZJJTM,0.11,Low Risk,88.4,Month-to-month,25
6344-SFJVH,0.11,Low Risk,24.9,Month-to-month,20
6728-VOIFY,0.11,Low Risk,96.0,One year,63
6217-TOWGS,0.11,Low Risk,75.4,Month-to-month,17
6481-ESCNL,0.11,Low Risk,100.55,Month-to-month,29
3589-PPVKW,0.11,Low Risk,44.4,Month-to-month,9
4109-CYRBD,0.11,Low Risk,51.6,Month-to-month,29
7078-NVFAM,0.11,Low Risk,35.15,Month-to-month,32
0913-XWSCN,0.11,Low Risk,85.5,Month-to-month,55
3780-YVMFA,0.11,Low Risk,68.55,Month-to-month,8
2056-EVGZL,0.11,Low Risk,105.75,One year,68
2988-GBIVW,0.11,Low Risk,90.85,Month-to-month,70
4316-XCSLJ,0.11,Low Risk,50.3,Month-to-month,17
5562-YJQGT,0.11,Low Risk,20.35,Month-to-month,2
7134-MJPDY,0.11,Low Risk,102.85,One year,66
6797-UCJHZ,0.11,Low Risk,104.6,One year,66
0708-SJDIS,0.11,Low Risk,65.0,Month-to-month,34
1329-VHWNP,0.11,Low Risk,25.05,Month-to-month,7
6308-CQRBU,0.11,Low Risk,109.25,Two year,71
6266-QHOJZ,0.11,Low Risk,89.85,One year,65
4256-ZWTZI,0.11,Low Risk,51.0,Month-to-month,5
1853-ARAAQ,0.11,Low Risk,50.35,Month-to-month,26
5404-GGUKR,0.11,Low Risk,51.35,Month-to-month,5
9699-UBQFS,0.11,Low Risk,94.5,Month-to-month,43
5201-FRKKS,0.11,Low Risk,74.3,Month-to-month,25
7064-FRRSW,0.11,Low Risk,99.0,One year,48
8149-AIQCG,0.11,Low Risk,73.15,Month-to-month,39
8091-TTVAX,0.11,Low Risk,100.35,One year,58
0439-IFYUN,0.11,Low Risk,74.7,Month-to-month,18
1635-FJFCC,0.11,Low Risk,44.05,Month-to-month,5
4012-ZTHBR,0.11,Low Risk,44.95,Month-to-month,21
7298-IZWLY,0.11,Low Risk,19.4,Month-to-month,1
3160-TYXLT,0.11,Low Risk,46.3,Month-to-month,53
0623-EJQEG,0.11,Low Risk,93.55,One year,65
2272-UOINI,0.11,Low Risk,78.5,Month-to-month,7
0691-NIKRI,0.11,Low Risk,105.95,One year,40
1228-ZLNBX,0.11,Low Risk,75.3,Month-to-month,21
7379-FNIUJ,0.11,Low Risk,100.2,Month-to-month,2
2439-QKJUL,0.11,Low Risk,20.25,Month-to-month,5
0708-LGSMF,0.11,Low Risk,65.85,Month-to-month,13
0487-RPVUM,0.11,Low Risk,99.4,Month-to-month,61
7421-ZLUPA,0.11,Low Risk,29.25,Month-to-month,8
7088-FBAWU,0.11,Low Risk,74.55,Month-to-month,17
8563-IIOXK,0.11,Low Risk,49.75,One year,7
2770-NSVDG,0.11,Low Risk,29.1,Month-to-month,24
1216-BGTSP,0.11,Low Risk,108.45,Month-to-month,45
4760-THGOT,0.11,Low Risk,94.1,Month-to-month,43
9881-VCZEP,0.11,Low Risk,54.1,Month-to-month,25
3865-YIOTT,0.11,Low Risk,106.1,One year,72
9812-GHVRI,0.11,Low Risk,83.85,Month-to-month,40
8647-SDTWQ,0.11,Low Risk,74.3,Month-to-month,57
0946-FKYTX,0.11,Low Risk,30.1,One year,52
9626-WEQRM,0.11,Low Risk,29.15,Month-to-month,4
1545-ACTAS,0.11,Low Risk,99.7,One year,48
3199-XGZCY,0.11,Low Risk,75.25,Month-to-month,8
1785-BPHTP,0.11,Low Risk,85.45,Month-to-month,28
1950-KSVVJ,0.11,Low Risk,113.3,One year,45
1735-XMJVH,0.11,Low Risk,19.35,Month-to-month,8
7666-WKRON,0.11,Low Risk,80.45,Two year,39
7711-YIJWC,0.11,Low Risk,84.9,One year,61
1064-FBXNK,0.11,Low Risk,19.85,One year,1
3503-TYDAY,0.11,Low Risk,80.45,Month-to-month,43
0570-BFQHT,0.11,Low Risk,80.55,Month-to-month,9
8947-YRTDV,0.11,Low Risk,94.8,One year,32
5514-YQENT,0.11,Low Risk,111.15,Two year,41
7813-ZGGAW,0.11,Low Risk,96.6,Month-to-month,31
0196-JTUQI,0.11,Low Risk,75.2,Month-to-month,9
8065-BVEPF,0.11,Low Risk,99.1,Month-to-month,65
5127-BZENZ,0.11,Low Risk,65.2,One year,56
1353-GHZOS,0.11,Low Risk,59.75,One year,22
8152-UOBNY,0.11,Low Risk,106.8,One year,50
6559-RAKOZ,0.11,Low Risk,97.95,One year,49
2252-ISRNH,0.11,Low Risk,90.35,One year,9
0921-OHLVP,0.11,Low Risk,83.05,Month-to-month,22
1386-ZIKUV,0.11,Low Risk,18.95,Month-to-month,7
8751-EDEKA,0.11,Low Risk,89.9,Month-to-month,28
4462-CYWMH,0.11,Low Risk,89.8,Month-to-month,62
0795-GMVQO,0.11,Low Risk,109.9,One year,67
4998-IKFSE,0.11,Low Risk,100.45,Month-to-month,30
0471-ARVMX,0.11,Low Risk,104.85,One year,62
7929-SKFGK,0.11,Low Risk,114.3,Two year,70
4724-WXVWF,0.11,Low Risk,95.4,Month-to-month,48
7797-EJMDP,0.11,Low Risk,66.05,Month-to-month,8
5628-RKIFK,0.11,Low Risk,101.55,Month-to-month,49
6968-MHOMU,0.11,Low Risk,45.0,One year,58
6184-DYUOB,0.11,Low Risk,19.6,Month-to-month,3
8879-ZKJOF,0.11,Low Risk,79.85,One year,41
3898-BSJYF,0.11,Low Risk,73.55,One year,10
2924-KHUVI,0.11,Low Risk,100.55,One year,56
9819-FBNSV,0.11,Low Risk,72.25,Month-to-month,37
7874-ECPQJ,0.11,Low Risk,20.05,Month-to-month,4
7426-GSWPO,0.11,Low Risk,103.5,Month-to-month,64
0289-IVARM,0.11,Low Risk,60.55,Month-to-month,35
9178-JHUVJ,0.11,Low Risk,24.1,Two year,24
8552-OBVRU,0.11,Low Risk,104.5,Month-to-month,48
0771-WLCLA,0.11,Low Risk,112.95,Month-to-month,16
2811-POVEX,0.11,Low Risk,88.45,Month-to-month,23
5402-HTOTQ,0.11,Low Risk,55.3,Month-to-month,16
4989-LIXVT,0.11,Low Risk,95.9,Month-to-month,68
9814-AOUDH,0.11,Low Risk,19.5,Two year,53
2203-GHNWN,0.11,Low Risk,79.65,Month-to-month,24
6734-CKRSM,0.11,Low Risk,20.0,Month-to-month,3
2712-SYWAY,0.105,Low Risk,25.7,Month-to-month,1
1099-GODLO,0.102,Low Risk,20.35,Two year,1
8263-OKETD,0.1,Low Risk,68.9,Month-to-month,20
7794-JASDG,0.1,Low Risk,50.75,Month-to-month,1
9822-WMWVG,0.1,Low Risk,106.5,Month-to-month,41
9974-JFBHQ,0.1,Low Risk,99.15,Month-to-month,64
1453-RZFON,0.1,Low Risk,49.9,Month-to-month,1
3587-PMCOY,0.1,Low Risk,98.9,One year,10
9921-EZKBY,0.1,Low Risk,95.3,Month-to-month,33
6383-ZTSIW,0.1,Low Risk,99.1,One year,39
8456-QDAVC,0.1,Low Risk,78.7,Month-to-month,19
2347-WKKAE,0.1,Low Risk,94.4,Month-to-month,42
5537-UXXVS,0.1,Low Risk,19.25,Month-to-month,20
7872-RDDLZ,0.1,Low Risk,54.9,Month-to-month,67
8979-CAMGB,0.1,Low Risk,102.1,One year,64
3441-CGZJH,0.1,Low Risk,60.4,One year,43
2208-UGTGR,0.1,Low Risk,98.6,Month-to-month,56
5345-BMKWB,0.1,Low Risk,20.25,Month-to-month,8
1768-HNVGJ,0.1,Low Risk,70.05,Month-to-month,45
